salario_bruto,seniority,experiencia,nivel_estudios,estado_estudios,lenguajes,genero,es_dolarizado
2636662.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,False
2031660.0,Semi-Senior,4,,,"Salesforce , Cority, power bi",Trans,False
3070192.0,Junior,2,,,"Go, Javascript, Python",Hombre Cis,False
3700000.0,Semi-Senior,5,Universitario,Completo,Ninguno de los anteriores,Hombre Cis,False
2300000.0,Semi-Senior,3,,,"Bash/Shell, Go, Javascript, Python",Hombre Cis,False
4200000.0,Semi-Senior,5,,,Ninguno de los anteriores,Mujer Cis,False
1250000.0,Junior,2,Universitario,En curso,"ABAP, Javascript, Python, SQL",Hombre Cis,False
4886585.0,Senior,10,,,"Python, SQL",Hombre Cis,False
3500000.0,Senior,30,,,Bash/Shell,Hombre Cis,False
3500000.0,Senior,13,,,"CSS, HTML, Javascript, PHP, SQL",Mujer Cis,False
2700000.0,Senior,43,,,Ninguno de los anteriores,Hombre Cis,False
6285000.0,Senior,6,,,"Python, SQL",Mujer Cis,False
4002436.0,Semi-Senior,5,,,"Java, Kotlin",Hombre Cis,False
2140000.0,Semi-Senior,5,,,".NET, C#, CSS, HTML, Javascript, SQL",Hombre Cis,False
1700000.0,Junior,1,Universitario,En curso,".NET, C#, HTML, Javascript, Python, SQL, VBA",Hombre Cis,False
4000000.0,Senior,8,,,"HTML, Javascript, SQL, TypeScript",Hombre Cis,False
5000000.0,Senior,30,,,"Arduino, HTML, Java, Python, SQL",Hombre Cis,False
6300000.0,Senior,21,Universitario,Completo,".NET, C++, C#, Java, Python, SQL",Mujer Cis,False
1700000.0,Semi-Senior,5,Universitario,Completo,"Java, SQL",Hombre Cis,False
4300000.0,Senior,9,Universitario,Completo,SQL,Mujer Cis,False
1080000.0,Junior,1,,,Ninguno de los anteriores,Mujer Cis,False
2900000.0,Junior,2,Universitario,En curso,SQL,Hombre Cis,False
4175628.34,Senior,10,Universitario,Completo,"Bash/Shell, CSS, HTML, Javascript, TypeScript",Mujer Cis,False
3200000.0,Senior,12,,,Bash/Shell,Hombre Cis,False
3000000.0,Semi-Senior,5,,,"Javascript, TypeScript",Hombre Cis,False
2452580.0,Junior,1,,,"Python, SQL",Hombre Cis,False
3000000.0,Senior,12,,,Ninguno de los anteriores,Hombre Cis,False
5100000.0,Senior,10,Universitario,Completo,TypeScript,Hombre Cis,False
1428661.0,Semi-Senior,3,,,"TypeScript, VBA",Hombre Cis,False
3902237.0,Junior,2,Universitario,En curso,"Go, Python",Hombre Cis,False
1650000.0,Semi-Senior,4,Universitario,En curso,Bash/Shell,Hombre Cis,False
4800000.0,Senior,6,,,"Bash/Shell, HTML, Javascript",Hombre Cis,False
2288243.0,Semi-Senior,3,Universitario,Completo,"CSS, SQL",Mujer Cis,False
2200000.0,Semi-Senior,3,,,".NET, PHP, SQL",Hombre Cis,False
1820000.0,Semi-Senior,3,Terciario,En curso,"CSS, HTML, PHP, SQL",Hombre Cis,False
1850000.0,Senior,15,,,Ninguno de los anteriores,Hombre Cis,False
4200000.0,Senior,7,Universitario,Completo,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",Hombre Cis,False
4568458.0,Semi-Senior,5,Universitario,Incompleto,"Bash/Shell, Go, HTML, Java, TypeScript",Hombre Cis,False
1146000.0,Junior,1,Universitario,En curso,"Python, SQL",Mujer Cis,False
1750000.0,Semi-Senior,4,Terciario,Completo,Swift,Hombre Cis,False
5016000.0,Senior,16,,,"Bash/Shell, Go, Java, Javascript, Python, SQL",Hombre Cis,False
1800000.0,Semi-Senior,4,,,"HTML, Javascript, Python, TypeScript",Hombre Cis,False
2800000.0,Senior,10,,,Ninguno de los anteriores,Mujer Cis,False
3000000.0,Semi-Senior,4,,,"HTML, Javascript, PHP, Rust, TypeScript",Hombre Cis,False
1200000.0,Semi-Senior,3,,,"Javascript, Python, SQL",Mujer Cis,False
1850000.0,Semi-Senior,5,,,"CSS, HTML, Java, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,False
5031323.0,Senior,8,,,".NET, C#, SQL, TypeScript",Hombre Cis,False
2500000.0,Semi-Senior,3,,,Ninguno de los anteriores,Hombre Cis,False
5000000.0,Senior,6,Universitario,Completo,"Python, SQL",Hombre Cis,False
740000.0,Semi-Senior,3,Universitario,En curso,"HTML, Javascript, PHP, SQL",Hombre Cis,False
3100000.0,Junior,2,,,"Go, Java",Hombre Cis,False
2664729.0,Semi-Senior,3,,,"Javascript, Python, R, SQL",Hombre Cis,False
2650000.0,Semi-Senior,4,,,"HTML, Javascript, PHP, SQL, TypeScript",Hombre Cis,False
3700000.0,Senior,6,Terciario,En curso,"Python, SQL",Hombre Cis,False
3185000.0,Semi-Senior,5,,,"Java, PHP, SQL",Hombre Cis,False
2200000.0,Semi-Senior,5,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,False
1986000.0,Junior,1,Secundario,Completo,Ninguno de los anteriores,Hombre Cis,False
3100000.0,Semi-Senior,4,Universitario,Completo,"CSS, HTML, Java, Javascript, PHP, Python, SQL, TypeScript",Mujer Cis,False
2000000.0,Junior,2,Universitario,Completo,Ninguno de los anteriores,No binarie,False
3700000.0,Senior,16,,,Bash/Shell,Hombre Cis,False
2600000.0,Senior,6,Universitario,Completo,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL, VBA",Hombre Cis,False
3737320.0,Senior,30,,,"Javascript, TypeScript",Hombre Cis,False
3700000.0,Senior,40,,,Ninguno de los anteriores,Hombre Cis,False
5100000.0,Senior,20,,,"Python, SQL, VBA",Hombre Cis,False
1450000.0,Junior,0,,,Ninguno de los anteriores,Hombre Cis,False
2834000.0,Semi-Senior,3,,,SQL,Hombre Cis,False
2497296.0,Semi-Senior,5,,,"Javascript, TypeScript",Mujer Cis,False
3397000.0,Senior,8,Universitario,Completo,"Bash/Shell, Python",Hombre Cis,False
3200000.0,Junior,2,,,"Javascript, Python, SQL",Hombre Cis,False
520000.0,Junior,0,,,"SQL, Ninguno de los anteriores",Mujer Cis,False
2800000.0,Junior,2,Universitario,Completo,"CSS, HTML, Javascript, SQL, TypeScript, Progress ABL",Hombre Cis,False
2500000.0,Junior,2,,,"CSS, HTML, Javascript, Python",Hombre Cis,False
2059826.0,Junior,2,,,".NET, HTML, SQL",Hombre Cis,False
1486000.0,Semi-Senior,3,,,"Bash/Shell, Java, Javascript, SQL",Hombre Cis,False
2033000.0,Senior,6,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,False
2700000.0,Senior,15,,,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
5700000.0,Senior,18,Terciario,Completo,".NET, C#",Hombre Cis,False
3400000.0,Senior,13,,,Ninguno de los anteriores,Hombre Cis,False
2106927.0,Junior,2,Universitario,Incompleto,TypeScript,Mujer Cis,False
4268243.0,Senior,8,,,"C, C++, COBOL, Python, SQL",Hombre Cis,False
8246371.0,Senior,35,,,"HTML, Java, Javascript, Python, VBA",Hombre Cis,False
2310000.0,Semi-Senior,4,,,"Bash/Shell, CSS, HTML, Javascript, SQL, TypeScript, ",Hombre Cis,False
1930000.0,Semi-Senior,4,Universitario,En curso,Ninguno de los anteriores,Hombre Cis,False
3200000.0,Semi-Senior,4,Secundario,Completo,"Python, SQL",Hombre Cis,False
3931372.0,Senior,7,,,.NET,Hombre Cis,False
1555632.0,Senior,8,Universitario,En curso,".NET, C#, HTML, Python, SQL",Hombre Cis,False
3900000.0,Junior,2,Universitario,En curso,SQL,Hombre Cis,False
4000000.0,Senior,20,,,Ninguno de los anteriores,Mujer Cis,False
5500000.0,Senior,6,,,SQL,Mujer Cis,False
1900000.0,Semi-Senior,3,,,SQL,Mujer Cis,False
2705000.0,Semi-Senior,3,,,"CSS, HTML, Java, Javascript",Hombre Cis,False
1200000.0,Junior,2,,,Ninguno de los anteriores,Hombre Cis,False
3568988.0,Semi-Senior,4,,,"Bash/Shell, CSS, HTML, Javascript, TypeScript",Mujer Cis,False
1350000.0,Semi-Senior,4,,,Ninguno de los anteriores,Hombre Cis,False
520000.0,Junior,2,,,Kotlin,Hombre Cis,False
1400000.0,Senior,30,,,Ninguno de los anteriores,Hombre Cis,False
3120000.0,Semi-Senior,5,Universitario,Completo,"Bash/Shell, Python, SQL",Hombre Cis,False
7513314.0,Senior,20,Universitario,Completo,".NET, CSS, Go, HTML, Java, Javascript, Kotlin, Python, SQL, TypeScript",Mujer Cis,False
1500000.0,Semi-Senior,3,,,"HTML, Java, Javascript, SQL, PLSQL",Hombre Cis,False
5000000.0,Senior,15,,,Kql,Hombre Cis,False
5400000.0,Semi-Senior,5,Universitario,Completo,"HTML, Javascript, SQL",Hombre Cis,False
580000.0,Junior,1,,,"CSS, HTML",Mujer Cis,False
2000000.0,Semi-Senior,4,,,".NET, C#, CSS, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,False
6122007.0,Senior,15,Universitario,Completo,"Kotlin, Swift",Hombre Cis,False
1529000.0,Junior,2,,,Ninguno de los anteriores,Mujer Cis,False
3100000.0,Senior,34,,,".NET, Arduino, C#",Hombre Cis,False
2231834.0,Semi-Senior,4,Universitario,Incompleto,"C#, Python, SQL",Hombre Cis,False
3600000.0,Semi-Senior,4,Posgrado/Especialización,En curso,"Python, SQL",Hombre Cis,False
7000000.0,Senior,20,,,"C++, Python, SQL",Hombre Cis,False
4104288.0,Senior,30,,,Ninguno de los anteriores,Hombre Cis,False
2500000.0,Semi-Senior,4,Universitario,En curso,"Bash/Shell, C, Go, Python, Ruby, SQL",No binarie,False
3750000.0,Semi-Senior,3,Universitario,En curso,Javascript,Mujer Cis,False
1850000.0,Junior,2,,,".NET, C#, SQL",Hombre Cis,False
2039000.0,Semi-Senior,3,,,"Bash/Shell, CSS, Go, HTML, Java, Javascript, SQL, TypeScript",Mujer Cis,False
4764058.0,Semi-Senior,3,,,"HTML, Java, Javascript, Python, Scala, SQL",Hombre Cis,False
1753000.0,Semi-Senior,3,,,SQL,Hombre Cis,False
2682175.0,Semi-Senior,5,Terciario,Completo,"Bash/Shell, HTML, Java, Javascript, SQL",Hombre Cis,False
2100000.0,Semi-Senior,4,,,"HTML, Java, SQL",Hombre Cis,False
3000000.0,Semi-Senior,4,,,"Bash/Shell, Go, Python",Hombre Cis,False
2400000.0,Senior,8,,,"Bash/Shell, Go, HTML, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,False
3500000.0,Senior,10,,,".NET, C#, CSS, HTML, Javascript, SQL",Hombre Cis,False
5700000.0,Senior,8,,,"Javascript, TypeScript",Hombre Cis,False
2550000.0,Semi-Senior,5,Posgrado/Especialización,Completo,"Bash/Shell, HTML, Javascript, PHP, Python",Hombre Cis,False
2125000.0,Semi-Senior,4,,,Ninguno de los anteriores,Mujer Cis,False
2700000.0,Senior,12,,,Ninguno de los anteriores,Mujer Cis,False
6000000.0,Senior,18,Universitario,Completo,"Python, Powershell",Hombre Cis,False
4800000.0,Senior,9,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,False
4800000.0,Senior,23,,,".NET, C++, CSS, HTML, Javascript, SQL",Hombre Cis,False
4180000.0,Senior,7,,,"Javascript, PHP, TypeScript",Hombre Cis,False
1450000.0,Semi-Senior,3,Universitario,En curso,Ninguno de los anteriores,Hombre Cis,False
2396486.0,Junior,0,Universitario,Completo,"CSS, HTML, Javascript, R, SQL, TypeScript",Mujer Cis,False
2125747.0,Semi-Senior,5,,,Python,Hombre Cis,False
3803908.0,Senior,18,,,".NET, C#, CSS, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,False
1128000.0,Junior,2,,,VBA,Mujer Cis,False
4300000.0,Senior,16,,,"Python, SQL",Hombre Cis,False
2000000.0,Senior,6,Universitario,Completo,"Javascript, Python, SQL",Hombre Cis,False
4200000.0,Senior,11,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,False
4800000.0,Senior,28,,,"Bash/Shell, Go, PHP, Python, SQL",Hombre Cis,False
6700000.0,Senior,20,,,"Java, Javascript, SQL",Mujer Cis,False
3500000.0,Senior,6,,,Bash/Shell,Hombre Cis,False
3300000.0,Senior,12,Universitario,Incompleto,"Javascript, SQL",Hombre Cis,False
2193510.0,Semi-Senior,3,,,Bash/Shell,Hombre Cis,False
5000000.0,Senior,15,,,"Java, Javascript, Python",Mujer Cis,False
4786000.0,Senior,7,,,Java,Hombre Cis,False
1000000.0,Junior,0,,,"CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
3064000.0,Semi-Senior,5,,,"Bash/Shell, Python, powershell",Hombre Cis,False
2517000.0,Semi-Senior,3,,,"C++, Java, Python",Hombre Cis,False
1731100.0,Junior,1,,,".NET, C#, CSS, HTML, Java, SQL, TypeScript",Mujer Cis,False
1900000.0,Senior,40,,,Ninguno de los anteriores,Hombre Cis,False
1350000.0,Senior,10,,,HTML,Hombre Cis,False
4300000.0,Senior,8,Terciario,Completo,"Python, SQL",Hombre Cis,False
800000.0,Senior,15,,,"Arduino, C++, HTML, PHP, Python",Hombre Cis,False
3600000.0,Junior,1,Terciario,En curso,"Python, SQL",Mujer Cis,False
2600000.0,Semi-Senior,5,,,Bash/Shell,Hombre Cis,False
1163000.0,Semi-Senior,5,Universitario,Completo,"Python, SQL",Mujer Cis,False
4227650.0,Senior,11,,,".NET, Bash/Shell, C#, CSS, Go, Groovy, HTML, Java, Javascript, Kotlin, Python, SQL, TypeScript",Hombre Cis,False
1439000.0,Semi-Senior,3,Universitario,En curso,"CSS, HTML, Javascript, TypeScript",Mujer Cis,False
1700000.0,Junior,1,Universitario,En curso,SQL,Hombre Cis,False
6500000.0,Senior,7,,,"Go, Java, Python",Hombre Cis,False
2000000.0,Junior,1,,,"Java, Javascript, SQL, TypeScript",Mujer Cis,False
8500000.0,Senior,26,,,SQL,Hombre Cis,False
3400000.0,Semi-Senior,3,Universitario,En curso,Ninguno de los anteriores,Mujer Cis,False
2700000.0,Semi-Senior,4,,,"SQL, .NET",Mujer Cis,False
4900000.0,Senior,6,,,"Python, SQL, VBA",Hombre Cis,False
2000000.0,Senior,8,Terciario,Completo,"Groovy, Javascript, SQL, TypeScript",Hombre Cis,False
2000000.0,Semi-Senior,5,,,"Javascript, TypeScript",Hombre Cis,False
2750000.0,Semi-Senior,4,,,Javascript,Hombre Cis,False
2600000.0,Semi-Senior,5,,,"HTML, Java, Javascript",Mujer Cis,False
3639192.0,Senior,10,Universitario,Completo,SQL,Mujer Cis,False
2649388.0,Semi-Senior,5,,,"Javascript, Kotlin, Swift, TypeScript",Hombre Cis,False
2500000.0,Semi-Senior,3,,,".NET, C#, CSS, HTML, Javascript, TypeScript",Hombre Cis,False
2350000.0,Senior,6,Terciario,Completo,"Javascript, SQL, TypeScript",Hombre Cis,False
3200000.0,Senior,15,Terciario,Completo,".NET, C#, HTML, Javascript",Hombre Cis,False
3757422.0,Senior,18,,,"Bash/Shell, C, C++, C#, HTML, Java, Javascript, PHP, Python, TypeScript, VBA",Hombre Cis,False
7600000.0,Senior,15,Posdoctorado,Completo,Python,Hombre Cis,False
3970954.22,Senior,9,,,"CSS, HTML, Java, TypeScript, Spring boot",Hombre Cis,False
2000000.0,Senior,7,,,"CSS, HTML, Javascript",Hombre Cis,False
5000000.0,Senior,40,,,COBOL,Hombre Cis,False
5856915.0,Senior,15,,,"Bash/Shell, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,False
1199887.73,Semi-Senior,5,,,".NET, C#, HTML, Javascript, SQL",Hombre Cis,False
3800000.0,Senior,20,Universitario,Completo,"CSS, HTML, Javascript, SQL, VBA",Hombre Cis,False
5674541.0,Senior,6,Universitario,Completo,"CSS, HTML, Javascript, SQL",Hombre Cis,False
2932222.0,Senior,6,Universitario,En curso,"Burp Suite, Nmap, Metasploit",Hombre Cis,False
1900000.0,Junior,2,,,Ninguno de los anteriores,Hombre Cis,False
3928660.0,Senior,8,Universitario,En curso,"Go, Java, Javascript, SQL, TypeScript",Hombre Cis,False
5570000.0,Senior,9,Terciario,Completo,"Java, Rust",Hombre Cis,False
3894280.0,Senior,8,,,"Javascript, Python, SQL",Hombre Cis,False
2954000.0,Semi-Senior,4,Terciario,Completo,"HTML, Java, Python, SQL",Hombre Cis,False
3628000.0,Senior,21,Universitario,Completo,"Arduino, Assembler, C, HTML, Java, Javascript, Python, R, SQL, VBA",Mujer Cis,False
2300000.0,Semi-Senior,3,Terciario,Completo,"CSS, HTML, Javascript, PHP",Hombre Cis,False
2500000.0,Semi-Senior,5,,,SQL,Hombre Cis,False
1200000.0,Semi-Senior,3,Universitario,En curso,"Javascript, TypeScript",Hombre Cis,False
3200000.0,Junior,1,,,Ninguno de los anteriores,Mujer Cis,False
4300000.0,Senior,30,Universitario,Incompleto,"HTML, Java, Javascript, Python",Hombre Cis,False
7500000.0,Senior,15,,,".NET, Bash/Shell, HTML, Java, Perl, PHP, Python, SQL",Hombre Cis,False
3050000.0,Semi-Senior,3,Universitario,Completo,"Bash/Shell, Go, Java, Python, SQL",Hombre Cis,False
6000000.0,Senior,15,,,"Go, Java, Python",Hombre Cis,False
750000.0,Semi-Senior,3,Universitario,En curso,"CSS, HTML, Javascript, Kotlin, PHP, SQL",Hombre Cis,False
1700000.0,Semi-Senior,4,Universitario,Completo,"Javascript, Python, SQL, Apex",Hombre Cis,False
4207000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,False
3100000.0,Semi-Senior,3,,,"Groovy, Java, Python, SQL",Hombre Cis,False
4000000.0,Semi-Senior,5,,,Python,Hombre Cis,False
1600000.0,Senior,20,Universitario,Incompleto,Python,Hombre Cis,False
2850000.0,Senior,20,,,".NET, C#, Delphi, Javascript, SQL, VBA",Hombre Cis,False
2500000.0,Senior,7,,,Ninguno de los anteriores,Hombre Cis,False
2300000.0,Semi-Senior,3,,,Ninguno de los anteriores,Mujer Cis,False
5270000.0,Junior,2,Terciario,Completo,Python,Hombre Cis,False
990000.0,Junior,1,Universitario,Completo,"Python, SQL",Hombre Cis,False
3000000.0,Junior,2,,,"Bash/Shell, Python, SQL",Mujer Cis,False
7900000.0,Senior,25,Universitario,Completo,"Bash/Shell, PHP, SQL",Hombre Cis,False
5500000.0,Senior,20,,,Gosu - Guidewire - Java,Hombre Cis,False
4000000.0,Semi-Senior,4,,,Ninguno de los anteriores,Hombre Cis,False
3700000.0,Senior,15,,,".NET, CSS, HTML, Python, SQL",Hombre Cis,False
2000000.0,Senior,6,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,False
1100100.0,Semi-Senior,5,,,"CSS, HTML, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,False
3234000.0,Senior,13,Universitario,Completo,"Java, Javascript",Hombre Cis,False
3800000.0,Senior,15,,,"Javascript, TypeScript",Hombre Cis,False
3900000.0,Semi-Senior,5,,,"HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,False
1537764.0,Semi-Senior,4,Universitario,Completo,"Bash/Shell, Python",Hombre Cis,False
8944809.0,Senior,10,,,Bash/Shell,Mujer Cis,False
1200000.0,Junior,2,Universitario,En curso,Python,Hombre Cis,False
5545000.0,Senior,9,,,Ninguno de los anteriores,Hombre Cis,False
8000000.0,Senior,20,,,"Arduino, Bash/Shell, C, C++, COBOL, Go, Java, Kotlin, Matlab, Python, SQL",Hombre Cis,False
2542651.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,False
1100000.0,Senior,30,Universitario,Completo,".NET, C#, SQL",Hombre Cis,False
2800000.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,False
6100000.0,Semi-Senior,5,,,"Bash/Shell, Groovy, HTML, Java, Javascript, Kotlin, Python, TypeScript",Hombre Cis,False
2750000.0,Semi-Senior,4,,,"HTML, Javascript, Python, R, TypeScript",Hombre Cis,False
3000000.0,Semi-Senior,5,,,".NET, C#, Javascript, SQL",Hombre Cis,False
6022974.0,Senior,7,,,"Python, RPG, ILE RPG, CL",Mujer Cis,False
10800000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,False
3500000.0,Semi-Senior,5,,,Bash/Shell,Hombre Cis,False
6800000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,False
4785000.0,Senior,10,,,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,False
4000000.0,Senior,14,,,".NET, Bash/Shell, C#, Groovy, HTML, Java, Javascript, Ruby, SQL, TypeScript",Hombre Cis,False
1200000.0,Junior,1,,,Ninguno de los anteriores,Hombre Cis,False
2500000.0,Semi-Senior,4,Terciario,Completo,".NET, HTML, Javascript, SQL",Hombre Cis,False
4200000.0,Senior,14,,,"HTML, Java, Javascript, Kotlin, Python, TypeScript",Hombre Cis,False
2900000.0,Senior,22,,,".NET, C#, SQL",Hombre Cis,False
2168675.0,Semi-Senior,5,Universitario,Incompleto,".NET, C#",Hombre Cis,False
2400000.0,Senior,10,,,Bash/Shell,Hombre Cis,False
3500000.0,Senior,30,,,Ninguno de los anteriores,Hombre Cis,False
2500000.0,Senior,20,Terciario,Completo,Ninguno de los anteriores,Hombre Cis,False
5134556.0,Senior,14,,,Ninguno de los anteriores,Hombre Cis,False
3300000.0,Senior,8,,,Ninguno de los anteriores,Hombre Cis,False
4206598.0,Senior,10,,,Javascript,Hombre Cis,False
1250000.0,Junior,2,,,"HTML, Python, SQL, VBA",Hombre Cis,False
4800000.0,Senior,6,,,"C++, Javascript",Hombre Cis,False
3300000.0,Semi-Senior,4,,,"ABAP, HTML, Python, SQL, VBA",Hombre Cis,False
2158827.0,Semi-Senior,4,,,Python,Hombre Cis,False
5440000.0,Senior,10,Universitario,En curso,"HTML, Javascript, TypeScript",Mujer Cis,False
2735312.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,False
3800000.0,Semi-Senior,4,Universitario,En curso,Bash/Shell,Mujer Cis,False
1700000.0,Semi-Senior,5,,,"Bash/Shell, Python, R",Hombre Cis,False
5400000.0,Senior,8,Posgrado/Especialización,En curso,"Java, Javascript, Apex",Mujer Cis,False
2987550.0,Semi-Senior,3,,,"Python, SQL",Mujer Cis,False
2600000.0,Junior,1,,,Python,Hombre Cis,False
2199194.0,Senior,7,,,"CSS, HTML, Javascript, PHP, SQL",Hombre Cis,False
5300000.0,Senior,10,,,"Python, SQL",Mujer Cis,False
5200000.0,Senior,15,,,"Bash/Shell, Java",Hombre Cis,False
980000.0,Junior,2,,,"Java, SQL",Hombre Cis,False
4655000.0,Senior,22,,,Ninguno de los anteriores,Hombre Cis,False
6673483.0,Senior,27,Posgrado/Especialización,Completo,Ninguno de los anteriores,Hombre Cis,False
7750000.0,Senior,15,,,Python,Hombre Cis,False
1765722.0,Semi-Senior,3,,,"Bash/Shell, Powershell",Hombre Cis,False
4010000.0,Senior,15,,,".NET, C#, Java, Javascript, SQL, TypeScript",Hombre Cis,False
1600000.0,Junior,2,,,"Bash/Shell, HTML, Javascript, PHP, Python",Hombre Cis,False
2850000.0,Semi-Senior,4,,,"Python, SQL",Hombre Cis,False
3800000.0,Senior,10,,,"Java, Python, SQL",Hombre Cis,False
2100000.0,Semi-Senior,5,Universitario,Completo,"Bash/Shell, SQL",Hombre Cis,False
3694058.0,Semi-Senior,5,Universitario,Completo,"CSS, HTML, Javascript, PHP, Python",Mujer Cis,False
1982000.0,Semi-Senior,5,,,Python,Hombre Cis,False
2442000.0,Senior,20,,,Ninguno de los anteriores,Mujer Cis,False
1070000.0,Junior,0,,,"Bash/Shell, SQL",Hombre Cis,False
4400000.0,Semi-Senior,4,,,"Go, Javascript, Python, TypeScript",Hombre Cis,False
2174916.0,Semi-Senior,3,Universitario,En curso,Ninguno de los anteriores,Mujer Cis,False
1800000.0,Semi-Senior,3,Terciario,Completo,"HTML, Javascript, PHP",Hombre Cis,False
3300000.0,Senior,30,Posgrado/Especialización,Completo,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript, VBA, Visual Basic Classic VB6",Hombre Cis,False
4559247.0,Senior,15,Universitario,Completo,"HTML, Java, Python, SQL",Mujer Cis,False
2413557.85,Senior,7,Universitario,Incompleto,"CSS, HTML, Javascript",Hombre Cis,False
2257905.17,Junior,2,,,"CSS, HTML, Java, Javascript, SQL",Mujer Cis,False
1100000.0,Semi-Senior,3,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,False
6000000.0,Senior,11,,,"Java, SQL",Hombre Cis,False
1450000.0,Semi-Senior,4,,,Ninguno de los anteriores,Mujer Cis,False
4000000.0,Semi-Senior,3,,,Python,,False
4314839.0,Senior,7,Universitario,Incompleto,"Java, SQL",Hombre Cis,False
2806576.0,Semi-Senior,5,,,"CSS, HTML, Javascript, Python, SQL",Hombre Cis,False
6200000.0,Senior,10,,,"C, C++, Matlab, Python, Verilog",Hombre Cis,False
5500000.0,Semi-Senior,5,Universitario,Completo,"Javascript, Python, SQL, TypeScript",Hombre Cis,False
4030000.0,Senior,19,Terciario,Completo,"CSS, HTML, Javascript, PHP",Hombre Cis,False
2500000.0,Senior,25,,,Python,Hombre Cis,False
3000000.0,Senior,20,Terciario,Completo,Ninguno de los anteriores,Mujer Cis,False
4500000.0,Senior,13,Terciario,Incompleto,"Bash/Shell, HTML, Java, Javascript, Perl, PHP, Python, SQL",Hombre Cis,False
3300000.0,Junior,2,,,Python,Mujer Cis,False
3275000.0,Senior,16,,,SQL,Mujer Cis,False
3800000.0,Senior,18,,,Ninguno de los anteriores,Hombre Cis,False
3600000.0,Senior,25,Universitario,Completo,".NET, C#, SQL, VBA",Hombre Cis,False
5000000.0,Senior,25,,,"Bash/Shell, SQL",Hombre Cis,False
3042000.0,Semi-Senior,4,Maestría,Incompleto,"Python, SQL",Hombre Cis,False
8010000.0,Senior,28,,,"ABAP, Java, Javascript",Hombre Cis,False
2000000.0,Senior,7,Universitario,En curso,"Python, SQL",Hombre Cis,False
2400000.0,Senior,8,,,".NET, C#, SQL",Hombre Cis,False
4200000.0,Senior,8,,,Ninguno de los anteriores,Mujer Cis,False
1120000.0,Junior,0,,,"Java, Javascript, SQL, TypeScript",Hombre Cis,False
1500000.0,Semi-Senior,5,,,".NET, Javascript, SQL",Hombre Cis,False
2566000.0,Semi-Senior,4,,,TypeScript,Hombre Cis,False
4500000.0,Senior,10,,,"Bash/Shell, Python, SQL",Hombre Cis,False
4700000.0,Senior,18,Universitario,Incompleto,Ninguno de los anteriores,Hombre Cis,False
5600000.0,Senior,25,Universitario,Completo,".NET, C#, CSS, Javascript, SQL, TypeScript, VBA",Hombre Cis,False
3000000.0,Senior,30,,,"CSS, Go, HTML, Javascript, PHP, SQL",Hombre Cis,False
2634865.0,Junior,2,,,"Python, SQL",Hombre Cis,False
3420686.0,Semi-Senior,4,,,TypeScript,Hombre Cis,False
400000.0,Senior,18,,,Ninguno de los anteriores,Hombre Cis,False
4766041.0,Senior,20,,,"CSS, HTML, Javascript",Hombre Cis,False
2200000.0,Semi-Senior,4,,,Ninguno de los anteriores,Prefiero no decir,False
1300000.0,Semi-Senior,3,,,Python,Hombre Cis,False
1700000.0,Junior,1,,,COBOL,Hombre Cis,False
5720000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,False
2845000.0,Junior,1,,,Ninguno de los anteriores,Mujer Cis,False
2371879.0,Senior,6,Maestría,En curso,Ninguno de los anteriores,Hombre Cis,False
6148700.0,Senior,10,,,".NET, Javascript",Hombre Cis,False
5000000.0,Senior,6,,,Python,Hombre Cis,False
1787000.0,Junior,0,,,HTML,Hombre Cis,False
6600000.0,Senior,28,Universitario,Incompleto,Ninguno de los anteriores,Hombre Cis,False
3200000.0,Semi-Senior,4,Universitario,Incompleto,Python,Hombre Cis,False
6300000.0,Senior,15,,,"Java, Javascript, Kotlin, Python, Swift, TypeScript",Hombre Cis,False
